problem_no,sub_id,stem,correct,explanation
102-24-22,2,"国土利用計画法によれば、Aが所有する市街化調整区域内の面積6,000㎡の土地と、Bが所有する市街化調整区域内の面積6,000㎡の土地を交換した場合、A及びBはそれぞれ事後届出を行わなければならない。",TRUE,"はい、土地の交換も「対価を得て」行われる権利の移転であり、届出の対象となります。市街化調整区域では5,000㎡以上が届出対象なので、AとB双方がそれぞれ権利取得者として届出を行う必要があります。"
102-24-22,3,"国土利用計画法によれば、市街化区域内の面積4,000㎡の土地をAがBに売却する契約を締結したが、当該契約がBのローン特約により解除された場合、Aは事後届出を行う必要はない。",TRUE,"届出義務があるのは買主Bです。売主Aにはそもそも届出義務がありません。また、契約が解除され権利取得が確定しなかった場合、買主Bも届出は不要となります。"
102-24-22,4,"国土利用計画法によれば、Aが所有する都市計画区域外の面積12,000㎡の土地について、Bが時効取得した場合、Bは事後届出を行う必要はない。",TRUE,"時効取得は、契約（対価を得て行われるもの）による権利取得ではないため、事後届出の対象外です。相続や贈与も同様に対象外です。"
103-24-26,1,"宅地建物取引業者は、その業務に関して、宅地建物取引業法の規定に違反し、情状が特に重い場合、免許を取り消されることがあるが、業務停止処分を受けることはない。",FALSE,"業務に関して宅建業法の規定に違反した場合、監督処分の対象となります。情状が重い順に「免許取消」「業務停止」「指示処分」があり、情状に応じていずれかの処分を受ける可能性があります。"
103-24-26,2,"宅地建物取引業者は、宅地建物取引士が退職し、法定の人数に不足が生じた場合、すみやかに補充等の措置をとらなければならない。",TRUE,"はい、その通りです。事務所における宅建士の設置数は「業務に従事する者5人につき1人以上」と定められており、この基準を欠いた場合は、2週間以内に補充等の必要な措置を執る義務があります（宅建業法第31条の3第3項）。"
103-24-26,3,"宅地建物取引業者は、その事務所に置く専任の宅地建物取引士について、成年者である従業者でなければならないとされている。",FALSE,"専任の宅地建物取引士は、その事務所に常勤し、専ら宅建業の業務に従事する必要がありますが、成年者であることまでは要件とされていません。宅建士の資格があれば、未成年者でも専任の宅建士になることは可能です。"
103-24-26,4,"宅地建物取引業者は、一団の宅地の分譲を案内所を設置して行う場合、その案内所には、少なくとも一人の専任の宅地建物取引士を置かなければならない。",TRUE,"契約の締結または申込みを受ける案内所には、成年者である専任の宅地建物取引士を1名以上設置することが義務付けられています（宅建業法第31条の3第1項、施行規則第15条の5の2）。"
103-24-28,1,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で締結する建物の売買契約において、瑕疵担保責任を負う期間を「引渡しの日から3年間」とする特約を定めることができる。",TRUE,"民法の原則（買主が知った時から1年）よりも買主に不利な特約は無効ですが、「引渡しの日から2年以上」とする特約は有効です。したがって「3年間」とする特約は有効です（宅建業法第40条）。"
103-24-28,2,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で締結する宅地の売買契約において、当事者の債務不履行を理由とする契約の解除に伴う損害賠償の予定額を代金の額の3割とし、かつ、違約金を代金の額の3割とする特約を定めることができる。",FALSE,"損害賠償の予定額と違約金を合算した額が、代金の2割を超えてはなりません。このケースでは合計で6割となっており、2割を超える部分は無効となります（宅建業法第38条）。"
103-24-28,3,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で建物の割賦販売契約を締結した場合、賦払金の支払義務が履行されないことを理由に契約を解除するには、30日以上の相当の期間を定めて書面で催告しなければならない。",TRUE,"その通りです。これは消費者を保護するための規定であり、即時解除は認められず、30日以上の支払猶予期間を与えた書面による催告が必要です（宅建業法第41条）。"
103-24-28,4,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で宅地の売買契約を締結した場合、買主が手付を放棄して契約を解除できる期間を「当事者の一方が契約の履行に着手するまで」ではなく「売主が契約の履行に着手するまで」とする特約を定めることができる。",FALSE,"手付解除の期限について、民法の規定（当事者の一方が履行に着手するまで）よりも買主に不利な特約は無効となります。この特約は、買主が履行に着手しても売主が着手するまでは解除できるという、買主に有利な内容のため有効です。"
103-24-29,1,"宅地建物取引業者は、宅地建物取引業保証協会の社員である場合、事業を開始した後に、新たに事務所を設置したときは、その日から2週間以内に、当該事務所に係る営業保証金を供託しなければならない。",FALSE,"保証協会の社員である場合、新たに事務所を設置したときは、営業保証金（本店1000万円）ではなく、弁済業務保証金分担金（本店60万円）を納付します。営業保証金制度と保証協会制度の違いがポイントです。"
103-24-29,2,"宅地建物取引業保証協会は、その社員が社員となる前に締結した媒介契約に関する取引により生じた債権を有する者に対し、弁済業務保証金について弁済をする責任を負わない。",FALSE,"保証協会は、社員が「社員となる前に」行った取引であっても、その取引により生じた債権について弁済責任を負います。顧客保護を厚くするための規定です。"
103-24-29,3,"宅地建物取引業保証協会の社員と宅地建物取引業に関し取引をした者は、その取引により生じた債権に関し、当該社員が納付した弁済業務保証金分担金の額に相当する額の範囲内で、弁済を受ける権利を有する。",FALSE,"弁済を受けられる限度額は、社員が納付した分担金の額（本店60万円）ではなく、その業者がもし営業保証金を供託していた場合の額（本店1000万円）です。"
103-24-29,4,"宅地建物取引業保証協会は、弁済業務保証金の還付があったときは、当該還付に係る社員に対し、還付充当金を協会に納付すべきことを通知しなければならず、当該社員は、その通知を受けた日から2週間以内に、その還付充当金を協会に納付しなければならない。",TRUE,"はい、これが還付後の手続きです。還付によって不足した分を埋めるため、当該社員は協会から通知を受けてから2週間以内に、還付された額と同額の還付充当金を協会に納付する義務があります。"
103-24-31,1,"宅地建物取引業者は、建物の貸借の媒介において、依頼者との間で専任媒介契約を締結した場合、指定流通機構に登録しなければならない。",TRUE,"はい、賃貸借の媒介であっても、専任媒介契約または専属専任媒介契約を締結した場合は、売買・交換の場合と同様に、指定流通機構（レインズ）への物件登録義務があります。"
103-24-31,2,"宅地建物取引業者は、一団の宅地の分譲について、複数の案内所を設置して売主の代理を行う場合、すべての案内所に専任の宅地建物取引士を置かなければならない。",FALSE,"専任の宅建士の設置義務があるのは、契約の締結または申込みを受ける案内所のみです。単なる物件の紹介や資料の配布のみを行う案内所には、設置義務はありません。"
103-24-31,3,"宅地建物取引業者は、建物の売買の媒介において、37条書面を交付する場合、買主が宅地建物取引業者であれば、宅地建物取引士をして記名押印させる必要はない。",FALSE,"37条書面（契約書面）への宅建士の記名押印は、相手方が宅建業者であっても省略することはできません。これは取引の責任を明確にするための重要な手続きです。"
103-24-31,4,"宅地建物取引業者は、その事務所に、業務に従事する者5人につき1人以上の割合で専任の宅地建物取引士を置かなければならないが、その者が一時的に業務に従事できない場合、他の事務所の専任の宅地建物取引士を一時的に従事させることができる。",FALSE,"専任の宅建士は、その名の通り、その事務所に「専任」でなければなりません。他の事務所の専任宅建士が兼務することは認められません。"
103-24-33,1,"宅地建物取引業者が建物の貸借の媒介を行う場合、当該建物が津波災害警戒区域内にあるときは、その旨を重要事項として説明しなければならない。",TRUE,"はい、水防法および津波防災地域づくりに関する法律の改正により、対象物件がこれらのハザードエリア内に位置するかどうかは、売買・交換・貸借のいずれの取引においても、重要事項説明の対象となります。"
103-24-33,2,"宅地建物取引業者が建物の売買の媒介を行う場合、私道に関する負担について説明する必要があるが、私道が建築基準法上の道路であるか否かにかかわらず、その負担の内容を説明すればよい。",FALSE,"私道に関する負担だけでなく、その私道が建築基準法上の道路として認められているか否か（再建築可能か）は、土地の価値を左右する極めて重要な事項であり、説明が必要です。"
103-24-33,3,"宅地建物取引業者が建物の売買の媒介を行う場合、当該建物の耐震診断の記録があるときは、その内容を説明しなければならないが、記録がない場合に、その旨を説明する必要はない。",FALSE,"耐震診断の記録がある場合はその内容を、記録がない場合は「記録がない」という事実を説明する必要があります。有るか無いか、そのものを説明することが義務です。"
103-24-33,4,"宅地建物取引業者が自ら売主として建物の売買を行う場合、代金以外の金銭の授受の定めがあるときは、その額及び授受の目的を説明しなければならないが、その金銭の保全措置の概要については説明しなくてもよい。",FALSE,"手付金等の保全措置を講じる場合は、その措置の概要（保証委託契約、保険契約など）についても、重要事項として説明する必要があります。"
103-24-36,1,"宅地建物取引業者は、自ら売主として、宅地建物取引業者でない買主との間で締結した売買契約について、クーリング・オフによる解除があった場合でも、買主に対して損害賠償を請求することができる。",FALSE,"クーリング・オフは、買主が無条件で契約を解除できる制度です。宅建業者は、これに伴う損害賠償や違約金の請求を一切行うことができません（宅建業法第37条の2）。"
103-24-36,2,"宅地建物取引業者は、自ら売主として、宅地建物取引業者でない買主との間で締結した売買契約について、クーリング・オフによる手付金の返還を、契約の履行のために要した費用の控除の後に行うことができる。",FALSE,"クーリング・オフによる解除の場合、宅建業者は、受領した手付金その他の金銭の「全額」を、速やかに返還しなければなりません。費用を控除（相殺）することは認められません。"
103-24-36,3,"宅地建物取引業者は、自ら売主として、宅地建物取引業者でない買主との間で売買契約を締結した場合、当該買主がクーリング・オフについて告げられた日から起算して8日を経過するまでは、目的物を引き渡すことはできない。",FALSE,"クーリング・オフ期間中であっても、目的物を引き渡すこと自体は禁止されていません。ただし、目的物を引き渡し、かつ、代金の全額が支払われたときは、買主はクーリング・オフができなくなります。"
103-24-36,4,"宅地建物取引業者は、自ら売主として、宅地建物取引業者でない買主との間で売買契約を締結した場合、当該買主は、クーリング・オフについて告げられた日から起算して8日を経過した後でも、目的物の引渡しを受けておらず、かつ、代金の全額を支払っていなければ、契約の解除を行うことができる。",TRUE,"はい、クーリング・オフの起算点（8日間）が経過していても、「目的物の引渡しを受け、かつ、代金全額を支払った」という状態になるまでは、買主はクーリング・オフによる解除が可能です。"
103-24-38,1,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で締結する建物の売買契約において、瑕疵担保責任を負う期間を「引渡しの日から3年間」とする特約を定めることができる。",TRUE,"民法の原則（買主が知った時から1年）よりも買主に不利な特約は無効ですが、「引渡しの日から2年以上」とする特約は有効です。したがって「3年間」とする特約は有効です（宅建業法第40条）。"
103-24-38,2,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で締結する宅地の売買契約において、当事者の債務不履行を理由とする契約の解除に伴う損害賠償の予定額を代金の額の3割とし、かつ、違約金を代金の額の3割とする特約を定めることができる。",FALSE,"損害賠償の予定額と違約金を合算した額が、代金の2割を超えてはなりません。このケースでは合計で6割となっており、2割を超える部分は無効となります（宅建業法第38条）。"
103-24-38,3,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で建物の割賦販売契約を締結した場合、賦払金の支払義務が履行されないことを理由に契約を解除するには、30日以上の相当の期間を定めて書面で催告しなければならない。",TRUE,"その通りです。これは消費者を保護するための規定であり、即時解除は認められず、30日以上の支払猶予期間を与えた書面による催告が必要です（宅建業法第41条）。"
103-24-38,4,"宅地建物取引業者は、自ら売主として宅地建物取引業者でない買主との間で宅地の売買契約を締結した場合、買主が手付を放棄して契約を解除できる期間を「当事者の一方が契約の履行に着手するまで」ではなく「売主が契約の履行に着手するまで」とする特約を定めることができる。",FALSE,"手付解除の期限について、民法の規定（当事者の一方が履行に着手するまで）よりも買主に不利な特約は無効となります。この特約は、買主が履行に着手しても売主が着手するまでは解除できるという、買主に有利な内容のため有効です。"
103-24-40,1,"住宅瑕疵担保履行法によれば、自ら売主として新築住宅を宅地建物取引業者でない買主に引き渡した宅地建物取引業者は、基準日（毎年3月31日）から3週間以内に、資力確保措置の状況を免許権者に届け出なければならない。",TRUE,"はい、新築住宅の売主である宅建業者は、瑕疵担保責任を履行するための資力確保（保険への加入または保証金の供託）が義務付けられており、その状況を年1回、基準日から3週間以内に届け出る必要があります。"
103-24-40,2,"住宅瑕疵担保履行法によれば、自ら売主として新築住宅を宅地建物取引業者である買主に引き渡した宅地建物取引業者は、住宅販売瑕疵担保保証金の供託又は住宅販売瑕疵担保責任保険契約の締結を行う義務を負わない。",TRUE,"その通りです。この法律は、資力の乏しい一般消費者を保護する目的があるため、買主が宅建業者であるプロ間取引の場合は、資力確保措置の義務は適用されません。"
103-24-40,3,"住宅瑕疵担保履行法によれば、住宅販売瑕疵担保責任保険契約を締結した宅地建物取引業者は、当該住宅を引き渡した買主に対し、保険証券又はこれに代わる書面を交付しなければならない。",TRUE,"はい、買主が瑕疵を発見した際に、直接保険法人に保険金を請求できるようにするため、保険証券等の交付が義務付けられています。"
103-24-40,4,"住宅瑕疵担保履行法によれば、新築住宅とは、「新たに建設された住宅で、まだ人の居住の用に供されたことのないもの」をいい、建設工事の完了の日から起算して2年を経過したものは含まれない。",FALSE,"新築住宅の定義は、「人の居住の用に供されたことのないもの」で、かつ「建設工事の完了の日から起算して1年を経過しないもの」です。2年ではなく1年です。"
104-24-46,1,"個人の居住用財産の譲渡所得の3,000万円特別控除は、譲渡した家屋や敷地の所有期間が、譲渡した年の1月1日において5年を超えていることが適用の要件である。",FALSE,"3,000万円特別控除には、所有期間の長短は要件とされていません。所有期間が要件となるのは、軽減税率の特例（10年超所有）や、買換えの特例などです。"
104-24-46,2,"譲渡した家屋に自己が居住しなくなった日から3年を経過する日の属する年の12月31日までに譲渡すれば、居住用財産の3,000万円特別控除の適用を受けることができる。",TRUE,"はい、現在住んでいなくても、住まなくなった日から3年後の年末までに譲渡すれば、この特例の対象となります。"
104-24-46,3,"居住用財産の3,000万円特別控除と、所有期間が10年を超える居住用財産を譲渡した場合の軽減税率の特例は、重複して適用を受けることができない。",FALSE,"この2つの特例は、要件を満たせば併用することが可能です。3,000万円を控除した後の課税譲渡所得に対して、軽減税率が適用されます。"
104-24-46,4,"居住用財産をその配偶者に譲渡した場合は、居住用財産の3,000万円特別控除の適用を受けることができる。",FALSE,"配偶者や直系血族、生計を一つにする親族など、特殊な関係がある者への譲渡は、この特例の適用対象外です。"
104-24-47,1,"不動産取得税は、家屋が新築されたが、まだ登記が行われていない場合でも課税される。",TRUE,"不動産取得税は、登記の有無にかかわらず、不動産を「取得」したという事実に基づいて課税されます。これを実質課税の原則といいます。"
104-24-47,2,"不動産取得税は、不動産の価格を課税標準として課されるが、宅地の取得に係る課税標準は、当該宅地の価格の2分の1の額とされる。",TRUE,"はい、宅地を取得した場合の課税標準については、固定資産税評価額の2分の1とする特例措置が講じられています。"
104-24-47,3,"不動産取得税は、都道府県が課税する税金であるが、その徴収は、市町村が都道府県から委任を受けて行う。",TRUE,"その通りです。不動産取得税は都道府県税ですが、賦課徴収の事務は、住民に身近な市町村に委任されています。"
104-24-47,4,"床面積250㎡の居住用の中古住宅を取得した場合、不動産取得税の課税標準からの控除を受けることはできない。",FALSE,"中古住宅の控除（新築年月日によって控除額は異なる）を受けるための床面積要件は、50㎡以上240㎡以下です。したがって、250㎡のこの住宅は床面積要件を満たさないため、控除は受けられません。"
104-24-48,1,"固定資産税は、市町村が課税する税金であり、その納税義務者は、毎年1月1日現在の固定資産の所有者として固定資産課税台帳に登録されている者である。",TRUE,"はい、これが固定資産税の納税義務者の定義です。年の途中で売買があっても、納税義務者は1月1日時点の所有者のままです（賦課期日主義）。"
104-24-48,2,"固定資産税の課税標準となるべき価格（固定資産税評価額）は、3年ごとに評価替えが行われる。",TRUE,"はい、原則として、3年に一度の「基準年度」に、土地・家屋の評価額が見直されます。"
104-24-48,3,"住宅用地については、その面積にかかわらず、固定資産税の課税標準の特例が適用され、課税標準が価格の3分の1とされる。",FALSE,"課税標準の特例は、住宅1戸あたり200㎡までの部分（小規模住宅用地）は価格の6分の1、それを超える部分（一般住宅用地）は価格の3分の1とされています。面積にかかわらず、ではありません。"
104-24-48,4,"固定資産税の納税義務者は、その納付すべき固定資産税額の算定に用いられた価格に不服がある場合でも、固定資産評価審査委員会に審査の申出をすることはできない。",FALSE,"価格に不服がある場合は、納税者は、固定資産課税台帳の縦覧期間の初日から納税通知書の交付を受けた日後3か月を経過する日までの間に、固定資産評価審査委員会に審査の申出をすることができます。"
104-24-49,1,"土地の有効な利用の促進を図ることを目的とする景観計画を定めることができるのは、都道府県又は市町村に限られる。",FALSE,"景観計画は、都道府県、市町村のほか、景観行政団体であれば定めることができます。景観行政団体には、政令市、中核市などが含まれます。"
104-24-49,2,"景観計画区域内において建築物の新築を行おうとする者は、その行為に着手する日の30日前までに、行為の種類、場所等を景観行政団体の長に届け出なければならない。",TRUE,"はい、景観計画区域内での建築行為等には、事前の届出が義務付けられています。これにより、景観行政団体は計画との適合性を確認します。"
104-24-49,3,"景観行政団体の長は、届出があった場合において、その届出に係る行為が景観計画に適合しないと認めるときは、その届出をした者に対し、設計の変更その他の必要な措置をとることを勧告又は命令することができる。",TRUE,"その通りです。届出された行為が景観計画に適合しない場合、まず勧告が行われ、それに従わない場合は、より強制力のある変更命令が出されることがあります。"
104-24-49,4,"景観協定の区域内の土地の所有者等は、景観協定において定められた建築物の意匠の制限に違反した場合でも、当該景観協定の効力が及ぶ。",TRUE,"景観協定は、土地所有者等の合意に基づいて締結されるもので、協定に違反してもその効力は維持されます。ただし、協定の当事者は違反者に対して差止め等を請求することができます。"
104-24-50,1,"住宅金融支援機構は、貸付けを受けた者が経済情勢の著しい変動に伴い元利金の支払が著しく困難となった場合には、貸付けの条件の変更又は元利金の支払方法の変更をすることができる。",TRUE,"はい、機構には、返済困難者に対する返済条件の変更（返済期間の延長など）といったセーフティネット機能があります。"
104-24-50,2,"住宅金融支援機構の証券化支援事業（買取型）は、民間金融機関の住宅ローン債権を機構が譲り受け、それを担保として資産担保証券（MBS）を発行し、投資家に販売する仕組みである。",TRUE,"はい、これが「フラット35」の基本的な仕組みです。民間金融機関は貸倒れリスクを負うことなく、長期固定金利の住宅ローンを提供できます。"
104-24-50,3,"住宅金融支援機構は、子どもを育成する家庭又は高齢者世帯に適した良好な居住性能を有する賃貸住宅の建設に必要な資金の貸付けを業務として行っている。",TRUE,"はい、機構は、良質なファミリー向け賃貸住宅やサービス付き高齢者向け住宅などの建設・改良資金について、賃貸住宅融資を行っています。"
104-24-50,4,"住宅金融支援機構は、証券化支援事業（買取型）において、債務者が借り入れる住宅ローンの対象となる住宅に、床面積による制限を設けていない。",FALSE,"フラット35の対象となる住宅には、床面積の要件があります。一戸建ての場合は70㎡以上、マンションの場合は30㎡以上と定められています。"
101-23-1,1,"AがBに対して100万円の貸金債権を有している場合、この債権の消滅時効は、Aが権利を行使することができる時から10年である。",FALSE,"改正民法により、債権の消滅時効は原則として「①権利を行使することができることを知った時から5年間」または「②権利を行使することができる時から10年間」のいずれか早い方となります。単に10年と限定しているため誤りです。"
101-23-1,2,"AがBに対して有する貸金債権について、消滅時効が完成した後でも、BがAに対して債務の存在を承認した場合、Bはその後、完成した消滅時効を援用することはできない。",TRUE,"はい、その通りです。時効が完成しても、債務者がその後に債務を承認すると、信義則上、時効の利益を放棄したものとみなされ、完成した時効の援用（時効が成立したと主張すること）はできなくなります。"
101-23-1,3,"AがBに対して有する貸金債権について、AがBに対して裁判上の請求を行った場合、その請求が確定判決によらずに取り下げられたときでも、時効の完成は猶予される。",FALSE,"裁判上の請求は時効の完成猶予事由となりますが、途中で取り下げられた場合は、その効力が失われます。したがって、時効は猶予されず、進行を続けます。"
101-23-1,4,"AがBに対して有する貸金債権について、AとBとの間で支払猶予に関する協議を行う旨の合意が書面でされた場合、時効の完成は1年間猶予される。",TRUE,"はい、改正民法で新設された「協議を行う旨の合意による時効の完成猶予」の規定です。書面（または電磁的記録）で合意した場合、原則として1年間、時効の完成が猶予されます（民法第151条）。"
101-23-2,1,"A所有の甲土地につき、Bが建物を所有する目的で期間を定めずにAと賃貸借契約を締結した場合、当該契約の存続期間は30年となる。",TRUE,"はい、借地権の存続期間を定めなかった場合、その期間は30年となります（借地借家法第3条）。"
101-23-2,2,"A所有の甲土地につき、Bが建物を所有する目的で存続期間を20年としてAと賃貸借契約を締結した場合、当該契約の存続期間は30年となる。",TRUE,"借地権の存続期間は最低でも30年です。これより短い期間（例えば20年）を定めても、その定めは無効となり、期間は30年に修正されます（借地借家法第3条、第9条）。"
101-23-2,3,"A所有の甲土地につき、Bが事業の用に供する建物を所有する目的で存続期間を15年としてAと事業用定期借地権設定契約を締結した場合、当該契約の存続期間は15年となる。",TRUE,"事業用定期借地権の存続期間は10年以上50年未満で設定できます。通常の借地権と異なり、30年未満の期間（例えば15年）も有効です。"
101-23-2,4,"A所有の甲土地につき、一時使用目的であることが明らかな場合を除き、Bが臨時設備の設置その他一時使用のためにAと賃貸借契約を締結した場合でも、借地借家法の規定が適用される。",FALSE,"臨時設備の設置など、一時使用目的であることが明らかな借地契約には、存続期間などの借地借家法の主要な規定は適用されません（借地借家法第25条）。"
101-23-3,1,"AがBに甲土地を売却したが、Bはまだ所有権移転登記を行っていない。この場合、悪意のCがAから甲土地を二重に譲り受け、先に所有権移転登記を備えても、CはBに対して甲土地の所有権を主張できない。",FALSE,"不動産の所有権は登記が対抗要件です。たとえ二重譲受人CがBの存在を知っていた（悪意）としても、先に登記を備えた方が所有権を主張できます。これを背信的悪意者でない限り、登記の早い者勝ちとなります。"
101-23-3,2,"AがBに甲土地を売却し、Bが所有権移転登記を行った。その後、Aが「Bの詐欺によって売買契約を締結した」として契約を取り消した場合、Aは登記なくしてその取消しを取消し後の第三者Cに対抗することができる。",FALSE,"詐欺による取消しは有効ですが、その効果を第三者に対抗するためには登記が必要です。判例では、取消し後の第三者との関係は対抗関係（早い者勝ち）になるとされており、Aは所有権を取り戻す登記をしなければCに対抗できません。"
101-23-3,3,"Aが所有する甲土地につき、取得時効が完成したBがまだ所有権移転登記を行っていない間に、Aが甲土地をCに売却しCが所有権移転登記を備えた場合、CがBの時効完成の事実を知っていた（悪意）としても、BはCに対して時効取得を主張できる。",FALSE,"時効完成後の第三者との関係は対抗関係（登記の早い者勝ち）となります。時効取得者Bは登記をしなければ、その後に現れた第三者C（たとえ悪意でも）に所有権を対抗することはできません。"
101-23-3,4,"AがBに甲土地を売却し、Bが所有権移転登記を行った。その後、AとBが売買契約を合意解除した場合、Aは、その旨の登記をしなければ、BがAに甲土地を売却したと信じてBから甲土地を購入した第三者Cに対して、所有権を主張することができない。",TRUE,"その通りです。判例によれば、契約の解除による所有権の復帰を第三者に対抗するためには、登記が必要です。Aは解除による抹消登記などをしなければ、善意の第三者であるCに所有権を主張できません。"
101-23-4,1,"AがBに建物の建築を注文し、Bがこれを完成させた場合、建物の所有権は、特約がない限り、引渡しの時にBからAに移転する。",FALSE,"請負契約における建物の所有権は、特約がない限り、材料の主要部分を提供した者に原始的に帰属します。注文者Aが材料を提供すればAに、請負人Bが提供すればBに帰属し、引渡しによって移転します。設問は材料提供者に言及していないため不正確です。"
101-23-4,2,"請負契約の目的物である建物に重大な瑕疵があるためにこれを建て替えざるを得ない場合を除き、注文者は、瑕疵の修補に代わる損害賠償を請求することはできない。",FALSE,"注文者は、瑕疵の修補に代わる、または修補とともに損害賠償を請求することができます。また、建て替えが必要なほどの重大な瑕疵がある場合は、契約の解除も可能です。"
101-23-4,3,"請負人は、注文者から破産手続開始の決定を受けたときは、契約の解除をすることができる。この場合において、請負人は、注文者に対し、契約の解除によって生じた損害の賠償を請求することができる。",FALSE,"注文者が破産した場合、請負人は契約を解除できます。しかし、その解除によって生じた損害の賠償を請求することはできず、仕事の完成部分の報酬などを破産財団から配当で受け取ることになります。"
101-23-4,4,"建物の建築工事が完了しない間は、注文者は、いつでも損害を賠償して契約の解除をすることができる。",TRUE,"はい、これが請負契約における注文者からの任意解除権です。仕事が完成する前であれば、注文者は、いつでも請負人に生じた損害を賠償して、一方的に契約を解除することができます（民法第641条）。"
101-23-5,1,"AがBに甲土地を売却し、Bが代金の一部を支払った。Aが履行の催告をしないで契約を解除した場合、BはAに対して、受領済みの金銭を返還するよう請求できる。",TRUE,"履行遅滞による契約解除には、原則として相当の期間を定めた催告が必要です。無催告での解除は無効であり、契約は存続しています。もしAが契約終了を主張するなら、Bは支払った金銭の返還を請求できます。"
101-23-5,2,"AがBに甲土地を売却し、Aが引渡しを、Bが代金の支払いを遅滞している。AはBに対し、Bが代金の支払いを提供するまで、甲土地の引渡しを拒むことができる。",TRUE,"はい、これは同時履行の抗弁権です。双務契約の当事者は、相手方がその債務の履行を提供するまでは、自己の債務の履行を拒むことができます（民法第533条）。"
101-23-5,3,"AがBに甲土地を売却する契約を締結した後、引渡し前に、第三者の放火で甲土地が滅失した場合、BはAに対して、契約を解除することができる。",TRUE,"はい、これは危険負担の問題です。当事者双方の責任なく目的物が滅失し、履行が不能となった場合、買主Bは代金の支払いを拒絶するとともに、契約を解除することができます（民法第567条、第542条）。"
101-23-5,4,"AがBに甲土地を売却し、Bが所有権移転登記を備えたが、甲土地がCの所有地であった。Bは、Aの担保責任を追及して、損害賠償を請求することはできるが、契約を解除することはできない。",FALSE,"他人物売買であり、売主Aが所有権を移転できない場合、買主Bは、Aが悪意（他人物であることを知っていた）か善意かにかかわらず、契約を解除することができます。また、損害賠償請求も可能です（民法第561条）。"
101-23-6,1,"AがBとCからそれぞれ500万円を借り入れ、その担保としてA所有の甲土地にBを第一順位、Cを第二順位とする抵当権を設定した。Bが抵当権を実行した場合、Cの抵当権は消滅しない。",FALSE,"抵当不動産が競売された場合、その不動産上のすべての抵当権は、順位にかかわらず消滅します（消除主義）。後順位抵当権者Cは、売却代金からBが弁済を受けた後の残額から配当を受けることになります。"
101-23-6,2,"AがBから2,000万円を借り入れ、その担保としてA所有の甲土地と乙土地に共同抵当権を設定した。甲土地の競売代金からBが1,200万円の弁済を受けた場合、Aは、乙土地の抵当権の消滅をBに請求することはできない。",TRUE,"共同抵当の場合、被担保債権全額の弁済を受けるまで、各不動産の抵当権は存続します。一部弁済を受けただけでは、残りの不動産の抵当権を消滅させることはできません。"
101-23-6,3,"AがBから1,000万円を借り入れ、その担保としてA所有の甲建物に抵当権を設定した。Aが甲建物をCに賃貸した場合、Bは抵当権の実行に際し、賃借人Cに6か月の明渡し猶予を与えなければならない。",TRUE,"はい、抵当権設定登記後に締結された賃貸借契約の賃借人は、競売の買受人に対抗できませんが、買受けの時から6か月間は建物の明渡しが猶予されます（明渡し猶予制度）。"
101-23-6,4,"Aが更地である甲土地に抵当権を設定した後、Aが甲土地上に乙建物を築造した場合、抵当権者は、甲土地の抵当権を実行するに際し、甲土地と乙建物を一括して競売することはできない。",FALSE,"抵当権設定後の更地に建物が築造された場合、抵当権者は、土地とともにその建物を一括して競売することができます（一括競売）。ただし、建物の代金から優先弁済を受けることはできません（民法第389条）。"
101-23-7,1,"A、B、Cが各3分の1の持分で甲土地を共有している。Aは、BとCの同意がなければ、自己の持分を放棄することができない。",FALSE,"持分の放棄は、各共有者が単独の意思表示で行うことができます。他の共有者の同意は不要です。放棄された持分は、他の共有者に帰属します。"
101-23-7,2,"A、B、Cが各3分の1の持分で甲土地を共有している。A、B、Cの間で甲土地を分割しない旨の合意がある場合でも、その合意の有効期間は更新の時から5年を超えることができない。",TRUE,"はい、共有物不分割特約の期間は5年が上限です。合意により更新することもできますが、更新後の期間も5年を超えることはできません（民法第256条）。"
101-23-7,3,"A、B、Cが各3分の1の持分で甲土地を共有している。AがBとCに無断で甲土地全体をDに売却した場合、当該売買契約は無効である。",FALSE,"他人の権利を売買する契約も、それ自体は有効に成立します。Aは、自己の持分についてはDに移転する義務を負い、BとCの持分については、それを取得してDに移転する義務を負います。移転できなければ、債務不履行責任を問われます。"
101-23-7,4,"A、B、Cが各3分の1の持分で甲土地を共有している。Dが甲土地を不法に占有している場合、Aは単独でDに対して、甲土地の明渡しを請求することはできない。",FALSE,"不法占有者に対する明渡請求は、共有物の保存行為にあたるため、各共有者が単独で行うことができます。"
101-23-8,1,"AのBに対する金銭債務について、CがBとの間で保証契約を締結した場合、当該保証契約は書面でしなければその効力を生じない。",TRUE,"はい、保証契約は、口頭では成立せず、書面または電磁的記録によって行わなければ、その効力を生じません。保証人の保護を厚くするための要件です（民法第446条）。"
