problem_no,sub_id,stem,correct,explanation
102-35,ロ,入居中のテナントの賃料が市場賃料よりも高位な場合は、テナントの退去リスクや賃料減額請求のリスクを考慮すべきである。,TRUE,はい、周辺の類似物件と比較して賃料が高い場合、テナントはより安い物件へ移転したり、賃料の引き下げを交渉してきたりする可能性が高まります。
102-35,ハ,テナントが所有者（賃貸人）の関係会社である場合は、売却を契機に退去する可能性もあるため、取得後に空室リスクがあることに留意する必要がある。,TRUE,その通りです。関係会社間の賃貸借は特殊な条件で結ばれている可能性があり、所有者が変わることで契約関係が維持されなくなるリスクがあります。
102-35,ニ,更新を行い長期間入居しているテナントについては、現在の契約内容を確認するとともに過去の契約内容、条件変更の経緯も確認すべきである。,TRUE,はい、過去の経緯を把握することで、そのテナントとの関係性や今後の交渉のポイントを理解することができます。
102-36,イ,感度分析とは、ある要素が変化した時に、最終的なキャッシュフローにどの程度の影響を与えるかをみる分析手法である。,TRUE,はい、賃料や空室率、金利といった特定の変数が変動した場合に、投資収益性がどの程度変化するかを分析します。
102-36,ロ,感度分析を行う上では、キャッシュフローや価格に影響を与えるすべての要因について、起こりえない範囲まで分析を広げて行うことが重要である。,FALSE,分析の精度を高めるためには、影響の大きい重要な要因に絞り、かつ、現実的に起こりうる範囲で変動させて分析することが重要です。
102-36,ハ,シナリオ分析とは、複数の異なる条件で戦略を分析する手法をいい、感度分析もシナリオ分析の一つと言える。,TRUE,その通りです。感度分析は特定の変数を動かすのに対し、シナリオ分析は好景気・不景気など、複数の変数が同時に変動するような、より複合的な状況を想定して分析します。
102-36,ニ,シナリオ分析で将来の取り壊しを想定する場合、テナント退去費用、建物取り壊し費用、建て替え費用は重要な検討事項である。,TRUE,はい、これらの費用は将来のキャッシュフローに大きな影響を与えるため、取り壊し・再開発シナリオを検討する際には必須の分析項目です。
102-37,イ,取引事例比較法は、市場性に着目した手法で、求められた試算価格を積算価格という。,FALSE,取引事例比較法で求められた価格は「比準価格」といいます。「積算価格」は原価法で求められる価格です。
102-37,ロ,原価法について、建物の減価修正の方法としては耐用年数に基づく方法と観察減価法があり、いずれかの方法を選択する。,FALSE,原則として、これら二つの方法は併用して減価修正を行います。
102-37,ハ,取引事例比較法を適用する際には、選択された取引事例が特殊な事情を含み価格に影響している場合、適正な補正（事情補正）を行わなければならない。,TRUE,はい、例えば親族間の売買で価格が市場価格より安くなっている場合など、特殊な事情を考慮して価格を修正します。
102-37,ニ,収益価格を求める方法には直接還元法とDCF法があるが、どちらを適用・重視するかは、対象不動産の種類や評価目的に即して適切に選択する必要がある。,TRUE,その通りです。例えば、収益が安定している物件は直接還元法、将来の収支変動を詳細に予測したい場合はDCF法が適しているなど、状況に応じた使い分けが重要です。
102-38,1,問題38の前提条件に基づき直接還元法を適用して試算した収益価格は、3150000000円である。,FALSE,正しくは3330000000円です。
102-38,2,問題38の前提条件に基づき直接還元法を適用して試算した収益価格は、3270000000円である。,FALSE,正しくは3330000000円です。
102-38,3,問題38の前提条件に基づき直接還元法を適用して試算した収益価格は、3330000000円である。,TRUE,運営純収益174420000円に敷金運用益1080000円を加え、資本的支出9100000円を差し引いた純収益166400000円を、還元利回り5.0%で割ると33億2800万円となり、四捨五入して33.3億円となります。
102-38,4,問題38の前提条件に基づき直接還元法を適用して試算した収益価格は、3430000000円である。,FALSE,正しくは3330000000円です。
102-39,1,問題39の前提条件に基づきDCF法を適用して試算した収益価格は、965000000円である。,FALSE,正しくは1060000000円です。
102-39,2,問題39の前提条件に基づきDCF法を適用して試算した収益価格は、1010000000円である。,FALSE,正しくは1060000000円です。
102-39,3,問題39の前提条件に基づきDCF法を適用して試算した収益価格は、1060000000円である。,TRUE,各年の純収益の現在価値の合計（約2.31億円）と、5年後の復帰価格の現在価値（約8.26億円）を足し合わせると、約10.57億円となり、四捨五入して10.6億円となります。
102-39,4,問題39の前提条件に基づきDCF法を適用して試算した収益価格は、1190000000円である。,FALSE,正しくは1060000000円です。
102-40,1,建築物の遵法性調査において、竣工当時の遵法性は「検査済証」で証明され、紛失時は「特定行政庁」から証明書が発行される場合がある。特に「昇降機」は個別の手続きが必要で、管理上は「避難経路」の確保も確認する。,TRUE,はい、これらは遵法性調査における基本的な確認事項です。
102-41,1,緊急を要する修繕更新費用の対象として、現地調査時において機能していないものが挙げられる。,TRUE,はい、ボイラーの故障など、建物の基本的な機能に関わる不具合は緊急対応が必要です。
102-41,2,緊急を要する修繕更新費用の対象として、消防法等の違反で非常時に人命・安全に関わる事項が挙げられる。,TRUE,はい、避難ハッチの開閉不良など、人命に関わる法令違反事項は最優先で是正する必要があります。
102-41,3,緊急を要する修繕更新費用の対象として、テナント誘致等を含むマーケティング上、重大なマイナス要因となるものが挙げられる。,FALSE,これは緊急修繕ではなく、資産価値向上を目的とした「資本的支出（CAPEX）」に分類されるのが一般的です。
102-41,4,緊急を要する修繕更新費用の対象として、建物入居者、利用者、通行人にとって潜在的に危険なものが挙げられる。,TRUE,はい、外壁タイルの剥離落下の危険性など、安全に関わる問題は緊急性が高いと判断されます。
102-42,1,PMLは、該当地で想定される最大級の地震に対し、建物の構造のみならず『建物全般（建築・設備）』の物的損失を算出するものである。,TRUE,その通りです。構造体だけでなく、内外装や建築設備なども含めた建物全体の予想最大損失率を示します。
102-42,2,複数物件のポートフォリオPML分析を行う場合、ER作成者により評価方法や評価結果が異なることは無い。,FALSE,PMLの評価手法には複数の基準があり、評価者によって評価結果が異なる可能性があるため、ポートフォリオ分析では評価者を統一することが望ましいです。
102-42,3,1981年以降に竣工した「新耐震基準」の建物であっても、地震リスク評価を行い、被害想定を算定して各種の判断を実施する必要がある。,TRUE,はい、新耐震基準を満たしていても、個別の建物の形状や地盤などによってリスクは異なるため、PML評価は必要です。
102-42,4,PMLの評価手法は複数の定義があるため、ER作成者と協議して、最も適確と思われる手法で評価する必要がある。,TRUE,はい、ASTM基準やBELCA基準など複数の手法が存在するため、どの基準で評価されたPML値なのかを確認することが重要です。
102-43,1,プロパティマネジメントの役割とは、投資家のために不動産ファンドの対象不動産を運用し、インカムゲインとキャピタルゲインの最大化を図ることである。,FALSE,これは投資戦略を担う「アセットマネジメント」の説明です。プロパティマネジメントは、個別の物件の管理運営を担います。
102-43,2,プロパティマネジャーは、日常的な対象不動産の管理運営における実務の専門家として、維持管理レベルにかかわらず、コストカットを最優先することが重要である。,FALSE,コスト削減は重要ですが、それによって品質が低下し、長期的な資産価値を損なうことがないよう、コストと品質の最適化を図ることが求められます。
102-43,3,広義のプロパティマネジメント業務は、「運営業務」と「建物管理業務」に分類できる。,FALSE,広義のプロパティマネジメントは、これらに加えて「リーシングマネジメント」と「コンストラクションマネジメント」を含みます。
102-43,4,プロパティマネジャーは、年間予算計画に基づき、月次の予実管理を行い、月次報告書（マンスリーレポート）を作成し、ビルオーナー（AM等）に報告する。,TRUE,その通りです。レポーティングは、オーナーが物件の状況を正確に把握し、適切な意思決定を行うための重要な業務です。
102-44,1,テナント誘致計画の立案では、周辺環境や競合物件を分析し、広告宣伝費などの予算化も含めて検討される。,TRUE,はい、マーケット分析に基づいた戦略的なリーシング計画を立てることが、物件の収益性を最大化する上で不可欠です。
102-44,2,入居申込書は、入居希望テナントとの契約条件交渉に先立って受領するものであり、一般的に法的拘束力を有する。,FALSE,入居申込書はあくまで入居の「意思表示」であり、一般的に法的拘束力はありません。
102-44,3,契約期間が2年以上の定期建物賃貸借契約の場合、賃貸人は期間満了の1年前から6か月前までの間に終了通知をしなければ、その終了を賃借人に対抗できない。,TRUE,はい、これは借地借家法38条6項で定められています。問題作成時は誤答の意図でしたが、「2年以上」は「1年以上」に含まれるため、内容として正しいと判断されました。
102-44,4,貸方基準は賃貸借契約の付随文書であり、館内の利用や管理に関する規則、注意事項などを定めたものである。,FALSE,これは「館内使用細則」の説明です。「貸方基準」は、テナント入居時の工事区分などを定めたものです。
102-45,イ,賃料改定などの条件の見直しは、主として賃貸借契約の更新期に行われるが、景気変動による影響を受けて行われることも多い。,TRUE,はい、契約更新時が主なタイミングですが、市場環境が大きく変化した際には、契約期間中であっても賃料改定交渉が行われることがあります。
102-45,ロ,入居工事区分のうち「C工事」とは、ビルオーナー側の指定業者、費用負担で施工する工事を指す。,FALSE,これは「A工事」の説明です。「C工事」は、テナント側の設計・費用負担で、テナントが選定した業者によって行われる工事です。
102-45,ハ,引越し作業にともなう養生などの費用は、通常、オーナー側の負担となる。,FALSE,共用部の養生費用などは、引越し作業を行うテナント側の負担となるのが一般的です。
102-45,ニ,原状回復工事の実施に際しては、トラブルを避けるため、賃貸借契約書に原状回復工事の範囲・程度を明確に定める必要がある。,TRUE,はい、どこまでをテナントの責任で元に戻すのかを契約時に明確にしておくことが、退去時の紛争を未然に防ぐ上で非常に重要です。
102-46,イ,定期整備業務は、設備管理員が各種設備機器の運転状況を監視し、記録を取り、不具合があれば措置を施す業務である。,FALSE,これは「日常運転監視業務」の説明です。「定期整備業務」は、法令やメーカー推奨に基づき、定期的に専門的な点検や部品交換を行う業務です。
102-46,ロ,建築物衛生法では「特定建築物」について清掃の実施が義務付けられている。,TRUE,はい、多くの人が利用する特定建築物については、衛生的な環境を確保するため、定期的な清掃が法律で義務付けられています。
102-46,ハ,ビルメンテナンス業務仕様の立案に際しては、仕様のみならずコストの面も意識し、無理・無駄のないものを検討する必要がある。,TRUE,その通りです。過剰な仕様はコスト増につながり、不十分な仕様は建物の劣化やテナント満足度の低下につながるため、バランスの取れた仕様策定が重要です。
102-46,ニ,競争入札により建物管理業務の委託先を選定するうえでは、提案金額の一番安い委託先候補を選ばなくてはならない。,FALSE,金額だけでなく、業務の品質、実績、管理体制などを総合的に評価し、コストパフォーマンスが最も高い委託先を選定することが重要です。
102-47,イ,物理的劣化とは、設備機器の性能向上や利用者のニーズの変化などにより、市場が求める価値基準より劣る状態のことである。,FALSE,これは、機能やデザインが時代遅れになる「社会的劣化」の説明です。「物理的劣化」は、経年による摩耗や損傷を指します。
102-47,ロ,修繕計画を作成するにあたり必要となる情報は、主に、建物概要、資産と修繕の区分、修繕履歴、点検結果報告書、耐用年数、現地でのヒアリング調査である。,TRUE,はい、これらの情報を総合的に分析することで、精度の高い修繕計画を立案することができます。
102-47,ハ,長期修繕計画は、将来実行する更新工事のおおよその実施時期と概算金額の把握が目的であることから、定期的な見直しは行わない。,FALSE,物価の変動や技術の進歩、建物の劣化状況の変化などを反映させるため、長期修繕計画も定期的な見直しが必要です。
102-47,ニ,工事が完了した際には、完了検査を行い、不備箇所があれば是正の指示をしたうえで工事費用の支払いを行う。,FALSE,支払いは、是正が「完了」し、提出書類がすべて揃っていることを確認してから行います。
102-48,1,改正省エネ法により、今後の報告では化石エネルギーだけでなく非化石エネルギーの使用状況やディマンドレスポンスの実績も報告することが求められる。,TRUE,はい、エネルギーの安定供給と脱炭素化の両立を目指し、再生可能エネルギーの利用や電力需給の最適化に関する取り組みの報告が追加されました。
102-48,2,建築物のエネルギー消費性能の向上等に関する法律（改正建築物省エネ法）では、賃貸不動産の所有者に対し、テナント事業者へのエネルギー使用量の情報提供を努力義務として課している。,FALSE,これは「改正省エネ法」の説明です。
102-48,3,インスペクションは建物の商品価値を維持・向上させる目的で実施し、具体的には「営業診断」「管理診断」「建物診断」などがある。,FALSE,これは「ビル診断」の説明です。インスペクションは、主に建物の劣化状況などを調査する建物状況調査を指します。
102-48,4,設備機器の「リコール」があった場合、常に製造者（メーカー）側から連絡があるため、連絡があった場合に速やかに対応する。,FALSE,所有者側から能動的に情報を確認し、メーカーに連絡する必要がある場合もあります。
102-49,1,建築時は適法だったが法改正で不適合となった「既存不適格建築物」は、建設時点で違法だった「違反建築物」とは区別する必要がある。,TRUE,その通りです。既存不適格建築物は直ちに是正義務が生じるわけではありませんが、増改築の際には現行法規への適合が求められます。
102-49,2,低濃度PCB廃棄物は、中間貯蔵・環境安全事業株式会社において、PCB特措法上の処分期限である2031年3月までに処理を行う。,FALSE,中間貯蔵・環境安全事業株式会社（JESCO）が処理するのは「高濃度」PCB廃棄物です。また、低濃度PCBの処分期限は2027年3月末です。
102-49,3,建設業法は、建設工事の請負契約の当事者に対して、請負契約書の記載事項及びその相互交付について義務を課している。,TRUE,はい、工事内容や請負代金、工期などを書面で明確にすることで、当事者間のトラブルを防止することを目的としています。
102-49,4,改正大気汚染防止法では、規制対象が非飛散性石綿含有建材にも拡大し、事前調査結果の報告や作業記録の作成・保管が義務化された。,TRUE,はい、アスベスト（石綿）の飛散防止対策がより一層強化されています。
102-50,1,2022年の国連生物多様性条約第15回締約国会議で、「愛知目標」の後継となる「昆明・モントリオール生物多様性枠組」が採択された。,TRUE,はい、2030年までの新たな世界目標として、生物多様性の損失を食い止め、回復させるための具体的な目標が設定されました。
102-50,2,改正建築物省エネ法により、省エネ基準への適合義務の対象が、中・大規模の非住宅から、小規模非住宅及び住宅にも拡大された。,TRUE,はい、原則として全ての新築建築物に対して省エネ基準への適合が義務付けられ、日本の建築物の省エネ化を大きく推進するものです。
102-50,3,環境省は、テナント企業による脱炭素化への取組みを取りまとめた「リーディングテナント行動方針」を策定した。,TRUE,はい、ビルの環境性能向上にはオーナーだけでなく、使用者であるテナントの協力が不可欠であるため、その行動を促すための指針が示されました。
102-50,4,建物の省エネルギー性能に特化した評価としては、欧州の年金基金グループが中心となって創設されたGRESBがある。,FALSE,GRESBは不動産会社やファンドのESG全般の取り組みを評価するものです。省エネ性能に特化した日本の評価制度としてはBELS（ベルス）があります。
103-1,イ,倒産隔離の手法として、SPCの役員がSPCに対して倒産手続き開始の申立てをしないように誓約することは、SPCが債務超過とならないようにするための措置である。,FALSE,役員による倒産申立権の放棄誓約は、債務超過になったとしても倒産手続きを開始させないための措置であり、債務超過そのものを防ぐための措置ではありません。
103-1,ロ,売主からの倒産隔離とは、売主が倒産しないようにSPC側が措置をとることである。,FALSE,売主からの倒産隔離とは、万が一売主が倒産しても、SPCが取得した資産がその影響を受けないように、法的に完全に所有権を移転させることを指します。
103-1,ハ,不動産の売買取引は、適正な対価であっても、費消しやすい金銭に替える行為であるため、売主の倒産時に否認権を行使されるリスクが高い。,FALSE,破産法では、適正な対価での不動産売却については、原則として否認の対象とならないよう手当てされています。
103-1,ニ,売主の倒産可能性がなくても、不動産が真正に譲渡されたかは、売主の会計上でオフバランス処理できるかと密接に関連している。,TRUE,はい、法律上の真正譲渡と会計上のオフバランス（資産の非連結化）は、実務上、一体のものとして判断されます。
103-2,イ,現物不動産を対象とする匿名組合スキームは不特法の適用があるため、保有主体として合同会社を使うことはできない。,FALSE,2013年の不特法改正により、倒産隔離型の特例事業では、SPCとして合同会社を現物不動産の保有主体とすることが可能になりました。
103-2,ロ,TMKは現物不動産を取得した場合、同時に信託する必要があるため、常に不動産信託受益権の形で保有する必要がある。,FALSE,現物不動産の場合、信託する代わりに、一定の要件を満たす専門の管理処分業者に業務を委託することも認められています。
103-2,ハ,登録投資法人が現物不動産のみを運用する場合でも、金商法上の投資運用業の登録をしている資産運用会社に業務を委託する必要がある。,TRUE,はい、投資法人は資産の運用を必ず外部の資産運用会社に委託しなければならず、その運用会社は金商法上の投資運用業者である必要があります。
103-2,ニ,二層構造のファンドにおいて、親ファンドとして投資事業有限責任組合（LPS）を利用することができる。,TRUE,はい、GK-TKスキームの親ファンドとして合同会社が利用されることが多いですが、LPSを親ファンドとすることも可能です。
103-3,イ,A所有のマンション（Mがマスターリース）をAが信託譲渡した場合、信託受託者はAの賃貸人としての地位を自動的に承継し、これにテナントの承諾は不要である。,TRUE,はい、賃借権の対抗要件が具備されていれば、所有権移転に伴い賃貸人の地位は自動的に新所有者（信託受託者）に承継され、テナントの承諾は必要ありません。
103-3,ロ,マンションの信託譲渡と同時にマスターレッシーをMからLに変更する場合、LがMの地位を承継するには、転借人であるテナントの承諾を要する。,TRUE,はい、転貸人（マスターレッシー）の地位の変更は、転借人であるテナントの利害に直接関わるため、その承諾が必要となります。
103-3,ハ,マンションの信託譲渡と同時に、Aが信託受託者との間で賃貸人の地位を留保し、受託者からAへ賃貸する合意をした場合、AがMのマスターレッシーとしての地位を継続することにMの承諾は不要である。,TRUE,はい、民法第605条の2第2項の「賃貸人の地位の留保」の仕組みにより、マスターレッシーであるMの承諾なく、Aは賃貸人（この場合は転貸人）の地位を継続できます。
103-3,ニ,Aが賃貸人の地位を留保した状態で、信託受託者とAとの間の賃貸借契約が終了した場合、信託受託者とマスターレッシーMとの間で新たに賃貸借契約が生じる。,TRUE,はい、民法第605条の2第2項後段により、親となる賃貸借契約が終了したときは、留保されていた賃貸人の地位は新所有者（信託受託者）に移転します。
103-4,イ,信託受託者が信託不動産を担保に融資を受けた場合、融資銀行は受託者と受益者の両方に直接返還請求権を有する。,FALSE,融資契約の当事者は銀行と受託者であり、銀行は受益者に対して直接の返還請求権を持ちません。
103-4,ロ,信託受託者が融資を受ける際に責任財産を信託財産のみに限定する特約を結ぶと、その融資債務は信託財産限定責任負担債務となる。,TRUE,はい、この特約により、万が一返済が滞っても、受託者の自己資産にまで返済義務が及ばないようにすることができます。
103-4,ハ,責任財産限定特約がない融資で信託財産が不足した場合、受託者は自己の財産で返済するが、受益者に対してその償還を請求する合意はできない。,FALSE,受託者は信託事務の処理で生じた費用について、受益者に対して償還を請求することができ、その旨を事前に合意しておくことが一般的です。
103-4,ニ,信託設定前に委託者に対して債権を有していた債権者は、当該信託が詐害行為にあたるとして取消を請求できる場合がある。,TRUE,はい、信託法第11条で詐害信託として取消請求が認められています。
103-5,イ,特定目的会社は、設立手続きが厳格で、税法上の導管性や流通税の減免といったメリットから証券化で利用されている。,TRUE,その通りです。合同会社等に比べて設立・運営の手間はかかりますが、税制上のメリットが大きいため広く活用されています。
103-5,ロ,特定目的会社では、優先出資社員と特定社員が必ず存在し、会計監査人の選任は任意である。,FALSE,優先出資社員は必ずしも存在するわけではありません。また、優先出資を発行する場合には会計監査人の選任が必須となります。
103-5,ハ,特定目的会社は、事業開始届出時までに特定資産の売買契約等を締結する必要はなく、資産取得時までに締結すればよい。,FALSE,事業開始届出の際に、締結済みの売買契約書や管理処分委託契約書を添付する必要があります。
103-5,ニ,不動産信託受益権を特定資産とするTMKが、投資判断を第三者に一任する場合、その受任者は金商法上の投資運用業の登録が必要である。,TRUE,はい、有価証券である不動産信託受益権に関する投資判断の一任を業として行うには、投資運用業の登録が必須です。
103-6,1,投資法人の資産運用会社は、投資法人の登録時点ですでに決定されており、投資主がその選定に関与することはまれである。,TRUE,はい、投資家は、どのような運用会社が運用するREITなのかを所与の前提として投資判断を行うことになります。
103-6,2,投資法人の役員会は、不動産等の取得・売却を決議するが、役員に専門知識が要求されないため、資産運用会社の判断を尊重する慣行がある。,FALSE,そもそも、不動産等の取得・売却は、原則として投資法人の役員会の決議事項ではありません。
103-6,3,投資法人の執行役員は資産運用会社を監督する立場にあるため、資産運用会社の代表者が投資法人の執行役員に就任することは法律上禁止されている。,FALSE,法律上、兼任は特に禁止されておらず、実例もあります。
103-6,4,投資法人は、上場する場合に限り、規約で投資主の請求により投資口の払戻しをする旨を規定できる。,FALSE,払戻しに関する規定は、上場・非上場に関わらず規約で定めることができます。一般的に、上場REITは市場での売買で流動性が確保されるため「払戻しをしない」とし、私募REITは「払戻しをする」と定めます。
103-7,イ,匿名組合の営業者が不動産信託受益権に投資する行為は自己運用行為となるが、特定目的会社が同様の投資をしても自己運用行為にはならない。,TRUE,はい、金商法上の自己運用行為の定義では、特定目的会社による投資は対象から除外されています。
103-7,ロ,金融サービス法は説明の「方法及び程度」を、金商法は「適合性の原則」としてそもそも勧誘対象として不適切な場合があることを規定している。,TRUE,その通りです。両法は異なる側面から投資家保護を図っています。
103-7,ハ,不特法上の特例事業で、匿名組合員となる者が500人以上となる場合、金商法上の募集に関する開示規制が適用される。,FALSE,不特法の特例事業は現物不動産への投資が前提であり、有価証券投資を前提とする金商法の公募開示規制の対象とはなりません。
103-7,ニ,個人間で匿名組合出資持分を売買する場合、金商法は購入する個人投資家に適用されることはない。,FALSE,匿名組合出資持分は金商法上の有価証券であり、その売買は金融商品取引行為に該当するため、業として行えば個人であっても金商法の規制対象となります。
103-8,イ,不動産信託受益権は金商法上の有価証券とみなされることに伴い、受益権証書の引渡しが権利移転の対抗要件となった。,FALSE,信託受益権の対抗要件は、金商法ではなく信託法で定められており、受託者への確定日付ある証書による通知または承諾です。
103-8,ロ,不特法上の特例事業者は、金商法上の第二種金融商品取引業者に勧誘業務を委託する必要がある。,FALSE,特例事業者は、不特法上の「第四号事業者」（第二種金融商品取引業者でもある）に勧誘業務を委託する必要がある。
103-8,ハ,匿名組合員の権利（第二項有価証券）が電子情報処理組織を用いて移転できる財産的価値に表示されると、電子記録移転権利（第一項有価証券）に該当する場合がある。,TRUE,はい、いわゆるセキュリティ・トークン（デジタル証券）として発行される場合がこれに該当し、より流通性の高い第一項有価証券として扱われます。
103-8,ニ,特定目的会社の優先出資証券は金商法上の第一項有価証券であり、それに表示される権利（有価証券表示権利）も第一項有価証券である。,TRUE,その通りです。どちらも金商法第2条第1項に掲げる伝統的な有価証券として整理されています。
103-9,イ,損失補填等の禁止という規制は、相手方が特定投資家の場合には適用がない。,FALSE,損失補填等の禁止（金商法第39条）は、市場の公正性を害する行為であるため、相手方がプロの投資家（特定投資家）であっても適用されます。
103-9,ロ,宅建業でもある第二種金融商品取引業者が不動産信託受益権を販売する際、相手が特定投資家なら金商法上の説明義務はないが、宅建業法上の義務は負う。,FALSE,相手方が特定投資家である場合、金商法上の説明義務だけでなく、宅建業法上の重要事項説明義務も免除されます。
103-9,ハ,第二種金融商品取引業者が買主（適格機関投資家）のために媒介を行う場合、オプトアウト手続きの告知義務がある。,FALSE,適格機関投資家は、一般投資家への移行（オプトアウト）が認められていないため、告知義務の対象外です。
103-9,ニ,適格機関投資家等特例業務の届出者は、自らが特定投資家であるため、投資家勧誘の際に契約締結前書面の交付義務を負わない。,FALSE,特例業務の届出者自身が特定投資家であることと、その届出者が行う勧誘行為の規制は別の話です。勧誘の相手方が一般投資家であれば、書面の交付義務はあります。
103-10,イ,不特法は、バブル経済下の不動産小口化商品問題を背景に、投資家保護の必要性から1995年に施行された。,TRUE,はい、不特法制定の背景はその通りです。
103-10,ロ,資産流動化法により、業務開始届出をした特定目的会社は現物不動産を売買する場合でも宅建業法の適用はないものとされた。,TRUE,はい、資産流動化法は宅建業法の特例として位置づけられています。
103-10,ハ,1997年頃からGK-TKスキームが出現したが、SPCが取得する資産が信託受益権になったのは、当時施行されていた不特法が現物不動産を対象としていたためである。,TRUE,はい、当時は信託受益権を利用することで不特法の適用を回避する形でスキームが組成されました。
103-10,ニ,2000年に改正施行された投信法で初めて不動産を投資対象とする投資法人が組成可能となり、2001年に初のJ-REITが出現した。,TRUE,はい、この法改正がJ-REIT市場創設の直接のきっかけとなりました。
103-11,イ,任意組合型の不動産特定共同事業で現物不動産の共有持分を出資する商品の場合、出資をした個人は、金融サービス法の保護規定の適用を受けることができる。,FALSE,金融サービス法の適用対象は、金銭を出資し、金銭で返還される商品に限定されているため、現物出資型の場合は適用外です。
103-11,ロ,不動産特定共同事業の勧誘において、1年後の相続税評価額や売却価格について断定的な説明をした場合、事後的に金融危機が発生したとしても、断定的判断の提供と見なされる。,TRUE,はい、将来の不確実な事象について確実であると誤解させるような説明は、その後の市場環境の変化に関わらず、断定的判断の提供に該当します。
103-11,ハ,不動産特定共同事業の勧誘において、契約の当事者である第一号事業者が断定的判断の提供をしていなくても、媒介した第二号事業者の従業員がしていれば、出資者は消費者契約法上の取消権を行使できない。,FALSE,事業者のために媒介する第三者が行った行為も、事業者の行為と見なされるため、取消権を行使できます。
103-11,ニ,不動産特定共同事業の勧誘において、相手が仕組みを理解できないことを知りながら勧誘を行った場合、不特法上、違法な勧誘行為となり得る。,TRUE,はい、これは不特法が準用する金商法の「適合性の原則」に違反する可能性が高い行為です。
103-12,イ,宅建業者が個人に対して投資用賃貸マンション（現物不動産）の販売を勧誘するだけであれば、消費者契約法や金融サービス法の適用はない。,FALSE,宅建業者が事業者、相手が個人であれば消費者契約法の適用はあり得ます。金融サービス法は金融商品が対象のため適用されません。
103-12,ロ,賃貸マンションを対象とする共同投資商品を組成する際、投資事業有限責任組合（LPS）が現物不動産を直接保有する方式は使えない。,TRUE,はい、LPSが事業として行える業務は法律で限定されており、現物不動産の賃貸事業などは原則として認められていません。
103-12,ハ,不動産会社に証券化の仕組みや販売戦略を助言する等のアレンジ業務を行う者は、自ら許認可等を取得する必要はない。,TRUE,はい、スキームの考案や助言といった、いわゆるアレンジ業務自体は、金商法や不特法上の許認可が必要な行為には該当しません。
103-12,ニ,金商法は「有価証券の取得」を、不特法は「契約の締結」を基準に勧誘を規定しているが、いずれも契約前の書面交付義務を定めている。,TRUE,はい、規制の切り口は異なりますが、投資家が契約内容を事前に理解できるよう、書面交付による情報提供を義務付けている点は共通しています。
103-13,イ,運用会社が、自らが運用するファンド相互間で取引を行うことは、原則として金商法上、禁止されている。,TRUE,はい、これは利益相反の典型例であり、一方のファンドの利益がもう一方のファンドの犠牲になることを防ぐため、原則として禁止されています。
103-13,ロ,ファンド間取引が例外的に許容されるためには、各ファンドの匿名組合営業者に対して事前の説明を行い、かつ全員から同意を取るだけで足りる。,FALSE,全員の同意取得は要件の一つですが、それだけで足りるわけではなく、価格の合理性など他の要件も満たす必要があります。
103-13,ハ,ファンド間取引において、売買価格は不動産鑑定評価額と同一で行わない限り、運用会社の忠実義務違反となる。,FALSE,鑑定評価額は合理的な価格の一例であり、それと同一でなければ直ちに忠実義務違反となるわけではありません。
103-13,ニ,運用会社が、買主側ファンドの利益のために鑑定士に圧力をかけ、不当に低い価格でファンド間取引を行った場合、忠実義務違反となる。,TRUE,はい、これは売主側ファンドの利益を害し、買主側ファンドの利益を不当に優先させる行為であり、売主側ファンドに対する明確な忠実義務違反です。
103-14,イ,特定目的会社は、資産の流動化業務を行うとき、あらかじめ資産流動化計画を監督官庁に提出しなければならない。,TRUE,はい、資産流動化計画は、どのような資産をどのように証券化し、投資家に分配するかなどを定めた、TMKスキームの根幹をなす書類です。
103-14,ロ,資産流動化法に基づき特定目的会社を設立する場合の最低資本金は1000万円である。,FALSE,かつては最低資本金制度がありましたが、会社法改正に伴い、資産流動化法上の最低資本金制度も撤廃されました。
103-14,ハ,不動産証券化商品の組成にあたっては、債務不履行に備えるための費用を必ず留保しなければならない。,FALSE,投資効率を上げる観点から、債務不履行に備える費用をあらかじめ留保することは一般的に行われません。
103-14,ニ,SPVを利用した不動産証券化商品は、キャッシュ・フローが十分であれば、債務不履行に陥ることはない。,FALSE,キャッシュフローが十分でも、組成関係者の破綻など、契約上の問題によって債務不履行（テクニカル・デフォルト）に陥るリスクはあります。
103-15,イ,適格機関投資家等特例業務は、1名以上の適格機関投資家と99名以下の適格機関投資家以外の者を相手方として行う集団投資スキーム持分の私募である。,FALSE,適格機関投資家以外の者は「49名」以下であり、かつ、その範囲も一定の者に限定されています。
103-15,ロ,第二種金融商品取引業には、二項有価証券の売買の媒介・取次ぎ・代理は含まれない。,FALSE,二項有価証券の売買の媒介・取次ぎ・代理も、第二種金融商品取引業に含まれます。
103-15,ハ,投資運用業のうち、不動産関連特定投資運用業の登録を受けるには、人的構成等の登録の要件が加重される。,TRUE,はい、不動産という特殊な資産を扱うため、総合不動産投資顧問業者であること、またはそれに準ずる知識・経験を有する人材がいることなどが追加要件となります。
103-15,ニ,銀行は、第一種金融商品取引業者としての登録を受ければ投資運用業を行うことができる。,FALSE,銀行は登録金融機関として一部の証券業務を行えますが、第一種金融商品取引業者や投資運用業者になることは原則としてできません。
103-16,1,不動産特定共同事業には、現物不動産から生じる収益を分配するものと、不動産信託受益権から生じる収益を分配するものとがある。,FALSE,不動産特定共同事業の対象は、現物不動産から生じる収益を分配するものに限られます。
